isFake,userBiographyLength,userFollowerCount,userFollowingCount,userHasProfilPic,userIsPrivate,userMediaCount,usernameDigitCount,usernameLength
1,95,50,3997,0,1,29,2,16
1,75,69,3855,0,1,29,2,17
1,40,149,3098,0,1,168,1,5
0,20,1569,1692,0,0,209,6,11
0,17,7,2471,0,1,326,3,6
1,28,52,3877,0,0,115,1,13
0,18,65,4173,0,0,122,1,11
0,2,96,2092,0,1,571,3,12
0,47,66,5312,0,0,74,1,14
1,33,58,4774,0,0,73,1,14
1,90,137,3806,0,0,283,1,12
1,14,62,3236,0,0,113,2,10
0,115,1207,3488,0,1,431,4,7
1,46,1671,6416,0,0,103,2,15
0,78,66,2777,0,0,54,1,13
1,104,48,3510,0,0,139,2,15
0,68,27,2538,0,0,87,3,10
0,32,102,3793,0,0,59,1,8
0,21,94,3375,0,0,64,1,9
0,20,50,4343,0,0,70,1,7
1,35,74,4450,0,0,90,1,9
1,45,318,3325,0,1,30,5,13
0,117,48,3022,0,0,47,2,6
1,65,75,6343,0,0,49,2,6
1,108,51,5879,0,1,41,1,13
1,136,79,5515,0,1,46,1,11
0,100,743,4828,0,1,384,3,9
1,26,57,3829,0,0,35,2,18
0,51,78,4472,0,0,84,2,11
1,47,51,2901,0,0,88,2,12
0,20,65,2818,0,0,91,2,11
1,37,83,2833,0,0,93,2,12
0,45,455,3123,0,0,33,5,10
0,23,97,4170,0,0,73,2,13
0,30,91,3116,0,0,77,2,11
0,50,84,5750,0,0,57,2,12
0,47,87,3665,0,0,76,2,12
0,77,25,4042,0,1,71,1,9
0,15,74,3787,0,0,51,3,7
0,39,62,4651,0,0,90,1,10
0,121,797,2536,0,0,241,6,8
1,15,156,1837,0,0,434,6,9
0,3,57,3578,0,0,96,1,14
0,1,46,1665,0,0,110,4,9
0,55,736,4325,0,1,675,4,10
1,90,1131,2302,0,1,75,6,11
1,31,28,2600,0,1,38,3,6
1,36,1350,1626,0,0,73,3,14
1,103,28,3473,0,1,109,1,10
0,30,390,2625,0,1,44,6,12
0,2,99,4887,0,0,98,2,12
0,2,103,5690,0,0,86,2,12
1,2,64,3508,0,0,59,2,11
0,14,90,4496,0,0,31,3,19
0,1,1239,3978,0,1,194,4,15
1,24,39,1624,0,1,663,3,10
0,1,1095,2913,0,0,44,2,7
0,3,539,3606,0,1,75,5,15
1,26,34,2581,0,0,491,2,14
1,22,1599,2045,0,0,115,5,9
0,56,64,6699,0,0,97,4,15
1,10,97,4973,0,0,35,4,9
0,108,563,5136,0,0,20,5,6
0,109,361,2640,0,1,27,5,9
1,93,2087,3398,0,0,54,2,15
1,45,67,3124,0,0,52,1,20
0,21,375,7171,0,1,34,5,18
1,16,376,3547,0,1,51,5,17
0,1,1479,4000,0,0,414,1,8
0,147,433,2523,0,1,372,5,9
0,19,82,3078,0,0,68,1,12
1,19,85,5165,0,0,82,1,12
0,23,67,2757,0,0,113,1,11
1,38,54,3639,0,0,85,1,13
0,26,50,3892,0,0,95,1,11
1,33,58,6195,0,0,109,1,12
0,36,94,3874,0,0,102,1,11
0,4,1437,6760,0,1,24,1,10
0,22,73,4192,0,1,144,1,15
1,129,34,2589,0,1,179,2,12
0,144,110,2334,0,1,422,1,7
1,120,1263,4489,0,1,340,4,8
0,54,54,3114,0,0,53,2,9
0,6,324,2611,0,1,80,6,11
0,77,1046,5143,0,1,376,4,12
0,10,755,5766,0,1,42,6,15
1,9,99,2201,0,1,422,2,20
0,30,1528,2718,0,0,22,2,12
0,27,42,2985,0,0,42,4,9
0,66,1103,3243,0,1,180,3,16
0,32,107,2538,0,0,112,3,12
1,38,1165,4265,0,1,334,3,19
1,3,40,4341,0,0,155,2,14
0,147,173,4305,0,0,446,3,12
1,104,173,3079,0,0,426,3,11
0,115,79,4781,0,0,40,2,10
1,139,46,5598,0,0,38,2,10
1,131,64,5610,0,0,36,2,10
0,60,73,3334,0,0,42,2,10
1,109,1572,4158,0,1,537,3,10
0,67,1372,3335,0,1,579,3,9
0,144,2534,4381,0,1,523,3,9
1,116,1736,4469,0,1,144,4,9
1,67,1593,3805,0,1,149,4,8
0,8,83,4837,0,0,83,1,13
0,3,102,4086,0,0,97,1,11
1,112,266,6388,0,0,23,6,9
0,126,1272,4963,0,0,22,1,11
0,2,1203,2792,0,1,42,1,9
1,53,1580,1602,0,0,61,4,11
0,69,1142,2804,0,1,435,3,12
0,146,1170,3345,0,1,318,3,11
0,4,1166,5313,0,0,80,1,20
0,146,1693,3890,0,1,138,3,10
0,114,2529,4407,0,0,20,2,13
1,66,1224,4164,0,0,31,1,15
0,130,44,2457,0,0,241,2,18
1,25,52,7249,0,1,33,3,11
1,22,1274,2523,0,1,81,2,12
1,3,1158,3593,0,1,59,1,6
0,2,66,2791,0,0,35,1,16
0,42,271,3478,0,0,28,5,9
1,91,80,5118,0,0,38,1,8
1,60,100,3127,0,0,44,1,8
0,96,84,4558,0,0,41,1,9
0,84,134,1864,0,1,201,3,6
0,1,1039,6253,0,0,552,1,17
1,131,68,2061,0,1,346,1,14
0,115,86,2253,0,0,586,1,14
0,45,95,2727,0,0,101,2,8
1,37,6,2716,0,0,249,1,15
1,102,60,5417,0,0,46,1,10
1,79,76,4434,0,0,44,1,10
1,61,102,2780,0,0,42,1,10
1,141,750,3854,0,0,478,3,19
1,1,1173,2803,0,1,202,1,11
0,1,1602,4627,0,0,502,3,9
0,1,1199,5942,0,1,238,1,12
0,87,61,1815,0,1,383,2,10
0,127,85,1808,0,0,478,2,10
0,52,458,4148,0,0,28,5,12
0,40,459,2769,0,0,29,6,12
1,119,62,1633,0,0,566,1,9
0,54,66,1843,0,1,417,1,9
1,117,922,5556,0,0,341,3,8
0,71,954,2985,0,0,330,4,8
0,103,4,4635,0,1,133,1,12
0,92,1376,5113,0,0,24,1,11
0,133,1171,1898,0,1,163,5,12
1,140,52,2350,0,1,523,2,13
0,1,2467,3096,0,0,281,3,7
1,77,101,1602,0,0,341,1,10
1,116,2602,2553,0,0,98,2,9
0,49,1192,1940,0,1,159,5,10
0,109,956,6422,0,0,420,3,10
0,2,85,1946,0,1,328,4,12
0,6,88,1670,0,0,546,3,12
0,13,57,1730,0,0,518,4,12
0,123,36,3826,0,1,92,2,13
1,88,32,4230,0,1,85,2,11
1,121,682,2899,0,1,327,4,11
1,36,1096,1616,0,1,38,6,10
1,3,13,2070,0,0,35,5,15
0,141,1060,3958,0,0,347,3,10
0,16,1139,3937,0,1,57,1,9
1,45,76,3094,0,1,41,2,10
1,1,990,2851,0,0,428,3,12
1,62,67,3985,0,0,33,2,6
0,94,43,4627,0,0,65,2,9
0,24,102,3637,0,1,47,2,6
0,96,101,4203,0,1,33,1,11
1,85,100,3294,0,1,32,1,11
1,29,1087,1880,0,0,77,5,9
0,31,78,3875,0,0,33,2,20
1,85,272,4293,0,1,203,4,9
1,76,1786,7388,0,0,74,2,6
1,54,1400,6483,0,0,74,1,6
1,57,1519,5959,0,1,440,3,14
1,42,1148,3244,0,1,42,1,9
1,91,1317,6277,0,1,473,3,14
0,101,41,6088,0,0,105,2,10
1,102,1237,1834,0,0,128,5,15
1,64,61,2552,0,1,77,2,7
0,63,1535,3613,0,1,152,3,14
1,78,13,3913,0,0,70,2,6
0,1,1341,3078,0,1,120,2,6
0,13,15,3653,0,0,101,2,18
1,1,939,3810,0,0,476,3,9
0,1,33,7367,0,1,26,2,12
1,32,79,2815,0,0,54,2,9
1,3,59,2309,0,1,311,3,8
0,1,1095,3791,0,1,299,2,8
1,62,1137,2331,0,1,186,5,11
1,32,73,6958,0,1,30,4,12
0,10,1178,4905,0,0,32,4,11
1,46,1105,5784,0,1,543,4,9
1,16,495,4607,0,1,48,5,14
0,2,33,3994,0,0,140,1,11
1,2,98,2301,0,0,228,3,10
1,100,42,3111,0,0,66,1,8
1,68,41,4183,0,0,96,1,9
0,16,72,2877,0,1,35,2,7
0,30,129,5572,0,1,248,2,15
1,46,30,4620,0,1,27,3,12
1,46,17,2337,0,1,223,3,10
0,45,101,2397,0,0,456,1,10
0,53,109,2240,0,0,491,1,10
0,53,59,3814,0,1,30,2,17
1,46,71,5054,0,0,32,4,15
1,16,78,5316,0,0,32,3,8
1,30,119,2687,0,0,132,2,9
0,75,0,4317,0,1,44,2,20
0,141,97,6501,0,1,91,1,9
1,15,1206,3927,0,0,88,2,7
1,38,67,3349,0,1,52,2,10
0,1,1762,6833,0,1,115,1,19
0,20,1090,5121,0,1,49,3,19
1,1,1596,6807,0,1,175,1,11
0,68,1501,5159,0,1,205,3,5
0,77,88,3519,0,0,51,2,11
1,55,45,5047,0,0,37,2,11
0,37,1207,3592,0,0,35,2,12
1,109,950,2895,0,1,159,3,18
0,3,679,2951,0,1,29,6,11
1,95,51,1556,0,0,172,2,18
1,36,106,2278,0,0,367,2,14
0,51,71,2741,0,0,92,2,11
0,32,55,2681,0,0,99,2,12
0,36,1864,6644,0,0,100,2,11
1,134,661,3419,0,0,362,3,8
1,88,757,3392,0,0,414,3,8
1,59,75,1961,0,0,226,1,18
1,64,1623,3265,0,1,340,4,11
0,70,1922,3018,0,1,633,3,12
1,72,1212,3023,0,1,56,2,12
1,45,58,2301,0,1,374,1,14
0,72,29,4723,0,0,63,2,10
1,102,33,5187,0,0,96,2,10
0,31,29,4583,0,0,102,1,16
0,60,89,3556,0,1,29,2,9
1,30,88,2117,0,1,391,2,9
0,62,1256,4886,0,1,266,3,9
0,10,433,2594,0,0,76,5,7
0,98,1856,3270,0,1,150,3,13
0,69,69,1748,0,1,139,3,6
0,33,113,2158,0,1,380,1,7
0,23,98,2142,0,1,501,1,9
0,78,1079,4947,0,1,196,4,5
0,2,305,3838,0,1,52,5,13
0,22,34,2998,0,0,47,3,13
0,134,1597,4191,0,1,216,3,8
1,127,1404,4071,0,1,261,4,9
0,123,1294,5070,0,1,185,4,10
0,30,89,2818,0,1,47,2,12
1,47,55,4227,0,1,39,2,12
1,27,65,3060,0,1,49,2,12
1,24,28,2267,0,0,242,3,14
1,51,583,6208,0,1,24,5,12
1,1,717,3106,0,0,543,4,6
1,63,933,5725,0,1,190,3,9
1,22,1205,4390,0,0,81,2,11
0,111,90,3970,0,0,33,1,7
1,81,92,3926,0,0,33,1,9
0,35,60,7394,0,0,161,2,10
0,26,85,2256,0,0,363,2,12
1,40,108,2104,0,1,702,2,12
1,91,1117,3390,0,0,44,3,8
0,127,93,4259,0,0,50,1,11
1,109,75,3125,0,0,50,1,11
0,101,66,3477,0,0,44,1,12
1,148,78,2831,0,0,52,1,11
0,2,62,6501,0,0,147,1,8
0,110,1112,6176,0,0,97,3,8
0,87,2508,6747,0,0,25,1,19
1,71,4,4459,0,0,90,1,9
0,138,38,3705,0,0,59,1,7
1,86,52,6818,0,1,128,1,12
0,128,1534,2124,0,1,36,3,15
1,118,855,6391,0,1,268,3,9
0,53,81,2199,0,1,358,1,11
0,37,68,2016,0,0,472,1,12
1,41,86,2014,0,1,571,1,11
1,33,62,2131,0,0,324,1,11
0,131,66,6782,0,1,35,1,18
0,59,1095,2601,0,1,444,3,11
0,72,70,4970,0,1,30,1,9
0,132,1003,3137,0,1,233,3,9
1,34,1504,6235,0,1,192,3,16
0,1,49,1474,0,1,311,5,14
1,1,1169,2487,0,1,65,3,13
1,98,1164,4229,0,1,255,3,11
0,40,102,3846,0,1,43,1,13
1,31,51,6098,0,1,49,1,13
1,19,1173,3162,0,1,33,1,13
0,38,240,6643,0,0,40,6,8
1,138,76,2555,0,0,115,1,5
0,75,85,6701,0,1,55,2,11
1,23,42,3077,0,1,93,2,7
0,64,56,2526,0,1,40,3,15
0,1,719,6191,0,1,203,4,12
1,42,24,2195,0,1,311,3,13
0,1,941,2367,0,0,598,6,10
0,44,28,4394,0,1,127,1,5
1,31,0,6639,0,0,75,3,12
1,105,1554,4844,0,0,383,3,5
0,64,914,3251,0,0,373,4,13
0,79,56,6957,0,1,86,1,12
1,16,568,6582,0,0,74,6,12
0,2,76,4221,0,1,40,1,12
1,2,76,4847,0,0,32,4,11
0,2,93,1799,0,0,180,4,14
1,63,1197,4027,0,0,140,3,14
0,101,1275,3863,0,0,174,4,18
1,40,68,1598,0,1,330,1,6
0,115,57,7331,0,0,131,1,9
1,1,2575,3792,0,1,104,3,8
1,58,1105,1561,0,1,333,6,9
0,109,99,1400,0,0,390,6,10
1,140,777,4173,0,0,487,3,11
0,58,873,5565,0,0,546,4,11
0,73,1050,4755,0,0,374,3,11
0,141,28,2996,0,0,81,2,14
1,2,56,4522,0,1,122,2,15
0,1,1076,5251,0,0,40,2,14
0,19,639,7393,0,1,21,6,11
1,58,1480,3392,0,0,403,3,8
1,15,26,3824,0,0,77,3,9
0,31,50,1351,0,1,323,5,16
0,34,99,1893,0,0,490,2,9
0,19,57,7040,0,0,32,4,13
0,1,794,3201,0,0,202,3,16
0,55,1123,5104,0,1,220,3,14
1,22,106,3955,0,1,32,2,8
1,27,41,4612,0,1,60,1,10
1,3,682,3183,0,0,29,5,12
0,121,662,3826,0,1,195,4,8
1,135,120,2884,0,0,42,1,11
0,1,660,2314,0,0,462,6,17
0,31,64,1367,0,1,165,6,16
0,44,4,5657,0,1,102,2,8
1,61,2273,7072,0,1,21,2,11
0,8,0,6044,0,0,65,3,9
0,97,47,3547,0,0,32,2,12
0,30,1264,3867,0,1,149,3,6
1,51,42,6576,0,1,35,4,10
1,126,1405,7028,0,0,57,1,12
0,28,34,4478,0,1,105,2,10
1,55,75,2437,0,0,241,2,8
0,89,85,2089,0,0,198,2,8
0,56,49,2322,0,0,196,2,9
1,80,70,2460,0,1,249,2,8
1,1,400,4820,0,1,258,4,17
1,11,1199,4802,0,0,44,2,12
0,81,1166,5302,0,0,251,3,8
0,97,74,2052,0,0,301,1,9
0,30,57,1446,0,0,322,5,10
1,14,652,6309,0,0,34,6,11
0,56,1204,3422,0,0,52,1,11
1,50,58,1700,0,1,594,2,13
0,148,1622,2706,0,0,20,1,11
0,1,1002,4073,0,1,88,1,11
1,138,73,5861,0,0,61,1,15
0,62,1074,2851,0,1,99,3,10
0,113,1060,3257,0,1,77,4,10
1,17,70,3687,0,1,34,1,7
0,149,1156,4329,0,0,232,3,10
1,58,104,2434,0,1,134,3,9
1,20,1160,4487,0,1,185,3,6
0,22,1171,3301,0,0,69,2,8
0,59,1215,1927,0,0,26,4,12
1,126,1412,2065,0,0,36,2,20
0,147,45,3292,0,1,30,2,12
1,85,64,4705,0,1,31,2,12
0,107,391,2840,0,0,542,3,16
1,45,1167,3586,0,1,142,4,11
0,77,111,2426,0,0,108,3,5
1,16,23,4236,0,1,86,1,7
1,28,2095,2033,0,1,48,1,6
1,54,903,2370,0,0,199,5,10
1,71,1598,5779,0,1,184,3,12
1,123,2409,3973,0,1,241,3,13
0,96,1539,2827,0,1,262,4,12
1,71,1358,3456,0,1,247,3,11
0,72,1105,1588,0,1,242,5,7
1,2,65,2596,0,0,44,3,11
0,1,93,2484,0,0,93,2,9
1,106,733,3223,0,0,393,3,12
0,1,38,6537,0,0,30,2,10
1,77,1114,4779,0,1,227,4,13
0,45,1394,1873,0,1,96,2,19
0,44,1340,1580,0,0,59,2,20
1,127,700,2109,0,0,570,5,12
0,43,6,3127,0,1,68,2,13
1,27,21,3094,0,1,104,2,13
0,47,51,2958,0,0,41,1,7
1,47,104,4455,0,0,53,1,9
0,25,1482,6617,0,1,96,2,15
0,2,79,1744,0,0,181,2,17
1,9,1179,3885,0,0,84,1,10
1,34,1833,4280,0,0,449,3,20
0,26,1381,5275,0,1,523,3,9
0,32,1942,3374,0,1,478,3,8
1,3,108,3749,0,1,32,2,11
1,1,1028,6197,0,0,53,1,12
0,67,108,2012,0,1,84,4,9
0,35,195,4513,0,0,462,3,20
0,28,1357,2392,0,0,53,2,14
1,62,62,1541,0,1,283,6,11
1,81,108,2028,0,0,93,3,10
0,1,2462,3146,0,0,122,1,16
0,1,1084,2642,0,1,35,1,9
1,120,1008,1986,0,0,306,6,8
0,25,97,3919,0,0,43,2,14
1,103,956,3970,0,1,301,4,13
0,23,91,4196,0,1,33,1,12
0,43,90,3208,0,0,30,1,19
1,57,18,3227,0,0,77,1,12
1,111,35,4408,0,0,80,1,11
1,8,24,2839,0,1,83,2,11
0,3,40,5006,0,1,109,1,10
0,18,41,4004,0,0,123,2,6
0,64,212,2008,0,1,172,5,8
0,48,835,4886,0,1,475,4,9
1,65,72,5104,0,0,31,2,6
0,113,1156,5394,0,1,69,1,12
0,23,640,2931,0,1,563,3,16
0,15,85,5853,0,0,52,2,9
0,18,67,4032,0,0,51,2,9
0,21,1336,3124,0,0,144,4,19
0,108,537,3993,0,1,321,3,5
0,2,102,2026,0,1,608,2,14
1,5,1792,2382,0,0,42,1,8
0,33,1324,2486,0,0,38,2,9
0,33,1118,3508,0,1,45,3,10
1,92,51,2444,0,1,119,3,14
1,1,464,2043,0,0,229,5,18
1,64,884,3935,0,1,265,4,13
1,133,787,6398,0,1,198,3,11
1,27,29,4664,0,1,67,1,12
1,35,39,4407,0,1,102,1,12
1,40,19,4699,0,1,89,1,13
0,117,1458,2040,0,1,65,1,17
0,9,29,4572,0,0,69,4,12
1,29,1180,4930,0,0,251,3,16
1,2,53,2325,0,1,591,2,8
0,56,558,4969,0,1,385,4,9
0,73,392,4030,0,1,687,3,7
1,132,824,4698,0,1,149,3,6
0,134,15,3151,0,1,52,1,6
1,68,29,4989,0,1,41,2,8
1,3,59,3048,0,0,53,1,6
0,20,59,6987,0,1,130,2,11
1,68,55,1752,0,1,227,1,8
1,123,61,1619,0,0,242,1,9
1,18,53,3225,0,0,39,2,10
0,38,1490,7468,0,0,21,2,11
0,46,1084,5225,0,0,404,3,6
0,2,53,7380,0,1,48,3,11
1,24,1193,6238,0,1,278,3,12
0,24,2143,2169,0,1,28,2,9
0,29,727,1707,0,0,388,5,18
0,105,1222,5479,0,0,533,3,11
1,25,162,3862,0,1,581,4,12
1,136,15,5921,0,1,43,2,10
1,15,375,2988,0,0,41,5,12
1,1,87,1858,0,1,121,2,14
1,42,1246,4741,0,1,146,3,8
0,67,534,3806,0,1,424,4,10
0,10,85,2380,0,1,625,1,8
1,35,72,6997,0,1,67,2,7
1,1,722,4837,0,1,464,1,10
1,49,108,4591,0,0,42,1,14
1,2,90,2582,0,1,38,4,12
1,118,225,2864,0,1,149,3,20
0,91,99,6640,0,0,43,2,19
1,35,1334,3488,0,0,488,4,19
1,132,89,2360,0,1,189,1,11
1,28,196,2289,0,1,374,6,11
0,125,679,3077,0,1,192,3,14
0,101,1418,5604,0,0,527,4,11
1,77,1401,4711,0,0,523,3,11
1,56,1617,4469,0,0,359,4,12
0,146,2329,2822,0,0,147,4,12
0,46,991,1820,0,0,67,5,8
1,108,360,7119,0,0,23,6,9
1,1,269,4041,0,0,226,3,13
0,38,51,4075,0,0,49,1,9
1,23,111,4415,0,0,52,1,9
1,101,28,3665,0,0,157,1,15
0,94,1038,3008,0,1,85,3,10
0,14,49,5883,0,0,47,2,10
0,44,1173,3390,0,0,88,2,8
0,13,1463,2238,0,0,38,1,12
1,2,1304,2208,0,0,92,3,20
0,53,103,2048,0,0,59,3,16
1,81,1926,3522,0,0,142,3,12
0,32,1043,2364,0,1,185,5,8
0,1,258,2332,0,1,170,5,15
1,36,1507,3487,0,1,137,4,9
1,68,1110,4102,0,0,270,3,9
1,27,1269,2469,0,1,53,1,14
0,95,66,1636,0,1,56,3,9
0,141,61,1753,0,1,68,3,9
0,139,77,1695,0,0,98,4,8
0,150,91,1686,0,1,75,3,8
1,10,53,2086,0,1,505,1,11
1,26,827,4971,0,1,560,4,9
1,53,6,3187,0,0,118,2,9
1,1,978,3744,0,0,255,2,17
0,15,437,5036,0,1,30,6,10
0,110,74,4284,0,0,31,2,10
1,1,690,3288,0,1,394,2,13
1,18,1443,2489,0,0,28,1,13
0,19,41,3696,0,0,54,2,20
0,52,92,5360,0,0,42,2,12
1,13,77,2899,0,0,47,1,7
0,3,105,4967,0,0,41,1,9
0,14,53,2891,0,0,46,1,8
0,139,1546,4202,0,0,281,4,9
1,145,1316,5256,0,0,279,4,10
0,93,2269,3651,0,0,200,4,9
1,85,315,3981,0,1,195,3,16
1,136,300,6945,0,1,370,4,6
1,17,596,5242,0,0,23,6,12
0,52,1876,3609,0,1,429,3,12
0,121,1127,3374,0,0,42,3,12
1,89,68,2364,0,1,83,3,11
1,1,748,3594,0,0,166,4,9
0,50,80,3044,0,0,34,2,9
1,1,1180,3521,0,1,131,1,11
0,71,1235,2607,0,1,151,4,12
1,38,663,6900,0,0,20,6,14
1,40,2098,6832,0,0,25,2,13
0,146,488,5541,0,1,386,3,14
1,53,1162,4121,0,0,84,1,12
0,124,1118,3708,0,0,55,3,12
1,93,1090,6089,0,0,55,4,11
1,150,1089,3248,0,0,76,3,12
1,131,87,4982,0,0,26,1,9
1,65,76,4257,0,0,29,1,9
1,29,1488,2035,0,1,22,4,15
1,84,683,4047,0,1,249,3,12
0,59,982,4732,0,0,189,4,8
0,112,993,3987,0,0,236,3,9
0,104,1024,3477,0,0,293,4,9
0,63,1210,3662,0,0,32,2,11
0,25,1519,3354,0,0,246,3,20
1,100,764,1855,0,1,287,6,11
0,75,875,3569,0,0,235,3,10
0,1,50,1985,0,1,116,1,10
0,36,782,2753,0,1,375,4,11
0,25,96,3059,0,0,46,1,12
0,29,58,3345,0,0,45,1,11
0,44,74,6112,0,0,53,1,11
0,48,89,5537,0,0,45,1,12
1,25,74,4768,0,0,39,1,12
0,26,79,5034,0,0,41,1,11
0,30,1496,4575,0,1,245,4,6
0,18,1122,2941,0,1,202,3,10
0,7,1277,1936,0,1,39,4,17
1,25,1125,5222,0,1,76,3,13
1,81,1034,4162,0,0,245,3,10
1,18,2262,2231,0,0,63,2,9
0,16,1337,2218,0,0,97,2,9
0,1,1069,4016,0,1,20,1,9
0,2,287,4511,0,0,27,5,16
1,25,346,2402,0,1,347,6,18
0,31,1211,3868,0,0,24,1,12
0,20,1602,3366,0,1,675,3,6
1,63,1471,3542,0,1,108,3,10
1,124,975,5216,0,1,139,3,14
0,23,1259,2122,0,1,53,1,11
1,73,222,5380,0,0,291,4,13
0,60,241,3278,0,0,287,4,13
1,21,1582,4636,0,1,436,4,14
0,17,1668,5561,0,1,485,3,14
1,1,406,2339,0,0,246,5,13
1,107,25,3087,0,0,41,2,16
1,44,1148,3683,0,1,195,4,11
1,65,1277,2851,0,1,135,4,7
1,91,970,4933,0,1,48,4,6
0,80,1213,5343,0,0,206,4,13
1,144,31,2543,0,0,232,1,10
1,106,1086,2900,0,0,52,4,16
0,1,798,3500,0,1,185,2,8
0,21,1395,2750,0,1,348,4,7
0,24,722,1608,0,1,299,5,17
1,1,188,4683,0,1,248,2,13
0,1,990,2923,0,0,39,4,12
0,30,1371,1848,0,0,35,2,8
0,12,1495,1939,0,1,48,2,8
0,20,2064,1886,0,1,36,2,7
1,116,566,2402,0,0,472,6,5
0,39,1060,3489,0,0,357,3,11
0,38,105,6204,0,0,34,2,8
1,120,445,3910,0,1,530,3,11
0,115,625,4969,0,1,337,3,13
1,125,475,4768,0,1,509,3,12
0,116,587,4970,0,1,689,3,11
0,1,801,3318,0,0,154,4,11
1,95,554,2031,0,0,409,6,9
0,49,2425,5216,0,1,268,4,10
0,52,2311,5264,0,1,233,3,9
1,1,446,1579,0,0,266,6,10
1,1,843,2886,0,0,447,2,9
0,92,533,2096,0,0,341,5,10
0,2,1417,2236,0,1,103,1,13
0,33,2432,2005,0,0,90,2,12
0,133,1509,2141,0,0,35,1,7
0,115,1344,2343,0,1,42,1,8
1,1,989,4908,0,0,45,2,7
1,24,1195,3842,0,0,417,3,12
0,1,78,1905,0,0,72,2,13
1,15,20,2909,0,0,126,2,8
1,19,1642,1943,0,0,29,1,10
0,32,1447,1682,0,0,30,1,9
0,20,1333,4143,0,1,266,3,11
1,18,83,4425,0,0,34,2,10
1,46,1358,2186,0,1,35,2,13
1,57,90,1854,0,0,202,2,11
0,60,92,1993,0,1,226,2,11
1,71,67,1935,0,1,177,2,12
0,66,481,1913,0,1,434,6,8
0,47,1209,5337,0,1,254,3,13
0,50,1443,2100,0,1,79,1,7
1,133,48,1974,0,1,273,1,13
0,98,63,1936,0,1,179,1,11
0,119,930,1745,0,1,79,6,12
1,66,707,6160,0,0,207,3,8
0,91,448,2230,0,1,521,5,13
1,79,562,2217,0,1,360,5,11
0,113,84,3945,0,1,39,1,15
0,24,1442,2641,0,1,194,4,19
0,19,62,2802,0,0,32,1,14
0,122,1145,3977,0,1,104,3,13
1,60,51,1904,0,0,23,5,12
1,39,86,1857,0,1,313,1,12
0,31,1600,1576,0,0,53,2,11
0,3,1391,1632,0,0,384,6,18
1,113,31,2047,0,1,96,3,17
0,76,301,6446,0,0,239,4,16
1,21,26,6602,0,1,147,1,13
1,105,704,3846,0,0,283,3,10
0,65,32,5249,0,1,43,2,12
1,46,241,5003,0,1,21,6,12
1,50,416,3779,0,1,22,6,11
0,21,14,2927,0,0,121,1,14
1,94,2590,2531,0,1,26,2,15
0,22,691,3769,0,1,337,4,12
0,19,48,2809,0,1,29,2,9
1,31,83,1722,0,1,73,4,20
1,45,72,2969,0,1,54,1,15
1,86,1268,3717,0,0,285,3,11
1,65,112,3664,0,0,28,1,14
0,35,93,2187,0,1,155,4,12
0,133,359,3025,0,0,406,3,5
0,130,376,2992,0,0,333,3,6
1,111,901,1804,0,0,150,5,10
0,25,1465,1678,0,1,26,1,12
0,75,324,1992,0,1,349,5,11
0,133,517,1580,0,0,376,5,11
0,16,78,5033,0,1,28,2,10
1,18,368,2297,0,1,409,5,17
0,57,89,6424,0,0,28,2,13
0,58,1806,3560,0,0,229,3,12
0,102,1640,4480,0,0,304,3,11
1,1,81,1910,0,0,63,1,11
1,17,99,2108,0,0,224,2,9
1,84,929,4731,0,1,150,4,12
0,2,52,3378,0,0,104,2,15
1,43,2008,3615,0,1,196,3,7
1,28,2334,6839,0,0,69,2,15
1,53,899,5891,0,1,180,3,16
1,42,123,1262,0,1,213,5,16
0,18,1147,3005,0,0,222,3,6
0,38,84,2150,0,1,140,3,12
1,64,654,1957,0,0,440,6,15
1,66,50,1773,0,0,459,1,15
1,20,1696,2417,0,1,32,2,8
0,25,1056,4501,0,1,64,3,16
0,27,1554,2365,0,1,32,1,8
0,3,1395,2492,0,0,34,1,7
0,21,1446,2282,0,0,33,2,8
1,73,116,7144,0,0,98,1,11
1,19,801,1804,0,0,246,6,11
0,3,1505,2251,0,0,30,3,10
1,30,1152,6677,0,1,44,2,7
0,1,246,5305,0,0,365,2,7
1,20,60,2100,0,0,193,2,10
1,1,236,5754,0,0,662,1,9
1,48,711,1831,0,0,181,5,8
1,15,7,2800,0,1,37,4,12
0,67,354,6011,0,0,490,3,8
1,55,606,4182,0,0,377,4,8
0,58,545,3093,0,0,655,4,9
1,65,927,3784,0,0,164,3,12
0,29,66,4868,0,1,30,1,9
0,42,1234,6310,0,1,262,4,11
1,1,2599,3283,0,0,116,3,14
1,20,86,2044,0,0,207,1,9
1,76,152,3708,0,1,184,1,14
0,73,604,3903,0,0,415,3,10
1,104,549,2985,0,0,429,4,10
0,98,578,3264,0,0,461,3,10
0,28,55,3745,0,1,29,1,10
1,2,2574,2511,0,1,24,3,8
0,80,1143,4971,0,0,71,1,11
0,2,43,5496,0,0,56,2,11
1,2,43,6385,0,0,73,2,11
0,69,84,4623,0,0,29,1,12
0,1,279,3243,0,1,189,2,11
1,1,208,3984,0,1,212,2,11
0,70,156,3628,0,1,28,3,16
1,4,2163,2358,0,0,27,4,11
1,14,1895,1923,0,0,435,6,8
0,91,42,2697,0,0,103,2,12
0,19,1338,2112,0,1,33,1,12
1,118,1254,2363,0,0,31,2,10
0,33,68,2163,0,1,198,2,11
0,17,69,2273,0,0,248,2,11
